descricao_produto;cod_prod;subgrupo;CB_DIEESE;CB_ACT;CB_MDS;Alim_desc1;Alim_desc2;IS_UPP;IS;IBS/CBS - 25% - Tax Burden;IBS/CBS - 25% - % General Tax Regime;IBS/CBS - 25% Impacts;IBS/CBS - 25% Value;IBS/CBS - 25% - % Simples Tax Regime;IBS/CBS - 25% Simples Impacts;IBS/CBS - 25% Simples Value;IBS/CBS - 26.9% - Tax Burden;IBS/CBS - 26.9% - % General Tax Regime;IBS/CBS - 26.9% Impacts;IBS/CBS - 26.9% Value;IBS/CBS - 26.9% - % Simples Tax Regime;IBS/CBS - 26.9% Simples Impacts;IBS/CBS - 26.9% Simples Value
SARRABULHO;7105103;Carne de suíno;0;0;1;1;1;0;0;0.14410821;0.903132791;0.066601593;115668.8623;0.096867209;0.058449145;12311.45573;0.14410821;0.903132791;0.082813937;117427.029;0.096867209;0.069646513;12441.69902
SARRAFO (CONSTRUCAO E REFORMA);1101606;Reforma e Construcao;0;0;0;0;0;0;0;0.318878315;0.56189617;-0.17098521;22055.92351;0.43810383;0.089667567;22603.61862;0.318878315;0.56189617;-0.158384185;22391.17355;0.43810383;0.101750306;22854.25801
SASHIMI PARA VIAGEM;8510601;Demais alimentos;0;0;0;0;0;0;0;0.134599492;0.341247769;0.06483747;368948.7925;0.658752231;0.028719146;688068.8073;0.134599492;0.341247769;0.081023;374556.8142;0.658752231;0.034221003;691748.7779
SAUNA;3102601;Outras;0;0;0;0;0;0;0;0.127915708;0.611081979;0.077254483;46227.88395;0.388918021;-0.002531803;27242.2737;0.127915708;0.611081979;0.093628751;46930.54779;0.388918021;-0.001263549;27276.91153
SAVELHA EM CONSERVA;7703502;Demais alimentos;0;0;0;0;0;0;0;0.281445614;0.903132791;-0.109531079;1689.695099;0.096867209;0.037576966;211.1713886;0.281445614;0.903132791;-0.095995952;1715.378464;0.096867209;0.048463966;213.3871498
SAXOFONE;4303001;Outras;0;0;0;0;0;0;0;0.30443358;0.868207664;-0.136044783;6963817.155;0.131792336;-0.023266554;1195084.814;0.30443358;0.868207664;-0.122912664;7069667.175;0.131792336;-0.014304368;1206050.52
SAZON;7011803;Temperos;0;0;0;0;0;0;0;0.281445614;0.903132791;-0.109531079;920350.3241;0.096867209;0.037576966;115021.7315;0.281445614;0.903132791;-0.095995952;934339.6491;0.096867209;0.048463966;116228.6217
SAZON (TEMPERO);7011802;Temperos;0;0;0;0;0;0;0;0.281445614;0.903132791;-0.109531079;5534032.961;0.096867209;0.037576966;691621.4802;0.281445614;0.903132791;-0.095995952;5618150.262;0.096867209;0.048463966;698878.4672
SCHIMIER DE COLONIA;6902302;Ultraprocessados;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;73872.56102;0.096867209;0.037576966;9232.299547;0.281445614;0.903132791;-0.095995952;74995.42395;0.096867209;0.048463966;9329.171434
SCHIMIER DE FRUTA (EXCETO DE CANA);6904601;Ultraprocessados;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;718554.4492;0.096867209;0.037576966;89802.0838;0.281445614;0.903132791;-0.095995952;729476.4768;0.096867209;0.048463966;90744.35146
SECADOR DE CABELO;1502902;Eletrodomesticos;0;0;0;0;0;0;0;0.402792312;0.868207664;-0.279321308;372023.7308;0.131792336;-0.076902258;72334.1181;0.402792312;0.868207664;-0.268366991;377678.4915;0.131792336;-0.068695401;72977.20895
SECADOR DE MAQUINA DE LAVAR LOUCA;8607701;Artigos de limpeza;0;0;0;0;0;0;0;0.312190575;0.903132791;-0.143986383;56689.93572;0.096867209;-0.014143683;7002.676924;0.312190575;0.903132791;-0.130974976;57551.62274;0.096867209;-0.003880826;7075.575453
SECADOR DE ROUPA;3902901;Mobiliario e artigos do  lar;0;0;0;0;0;0;0;0.353308082;0.461240217;-0.194073123;2581.39604;0.538759783;-0.042198943;3583.457956;0.353308082;0.461240217;-0.181823035;2620.63326;0.538759783;-0.034141323;3613.604239
SECADOR E MODELADOR DE CABELO;1502901;Eletrodomesticos;0;0;0;0;0;0;0;0.402792312;0.868207664;-0.279321308;11361471.04;0.131792336;-0.076902258;2209057.971;0.402792312;0.868207664;-0.268366991;11534165.4;0.131792336;-0.068695401;2228697.734
SEDATIVO (MORFINA);2906203;Remedios;0;0;0;0;0;0;0;0.205074044;0.659436734;-0.007888201;211194.2085;0.340563266;-0.038785792;105673.5357;0.205074044;0.659436734;-0.007888201;211194.2085;0.340563266;-0.038785792;105673.5357
SEDEX;2500106;Comunicação;0;0;0;0;0;0;0;0.144627616;0.895489567;0.050255183;1808330.812;0.104510433;-0.002274739;200490.1934;0.144627616;0.895489567;0.066219062;1835817.44;0.104510433;-0.001135256;200719.1695
SEGUNDA VIA CARTAO;2601401;Serviços bancários;0;0;0;0;0;0;0;0.156308946;0.917158623;0.034385692;54408.34956;0.082841377;-0.058082782;4475.057674;0.156308946;0.917158623;0.034385692;54408.34956;0.082841377;-0.058082782;4475.057674
SEGURO COLETIVO DE TRABALHO;4800802;Outras;0;0;0;0;0;0;0;;;;;;;;;;;;;;
SEGURO CONTRA DANOS DE ELETRODOMESTICOS DA COMPANHIA ELETRICA;1201201;Outros;0;0;0;0;0;0;0;0.156308946;0.917158623;0.034385692;34162.61526;0.082841377;-0.058082782;2809.856848;0.156308946;0.917158623;0.034385692;34162.61526;0.082841377;-0.058082782;2809.856848
SEGURO DE ACIDENTES PESSOAIS;4800801;Outras;0;0;0;0;0;0;0;;;;;;;;;;;;;;
SEGURO DE BENS MOVEIS (EXCETO DE VEICULOS);4802101;Outras;0;0;0;0;0;0;0;;;;;;;;;;;;;;
SEGURO DE CARTAO DE CREDITO;2600401;Serviços bancários;0;0;0;0;0;0;0;0.156308946;0.917158623;0.034385692;14476917.22;0.082841377;-0.058082782;1190718.705;0.156308946;0.917158623;0.034385692;14476917.22;0.082841377;-0.058082782;1190718.705
SEGURO DE EMPRESTIMO;4800301;Outras;0;0;0;0;0;0;0;;;;;;;;;;;;;;
SEGURO DE IMOVEL (INCENDIO, ROUBO, ETC.);1200501;Outros;0;0;0;0;0;0;0;0.156308946;0.917158623;0.034385692;48666322.57;0.082841377;-0.058082782;4002779.023;0.156308946;0.917158623;0.034385692;48666322.57;0.082841377;-0.058082782;4002779.023
SEGURO DE OUTROS IMOVEIS (INCENDIO, ROUBO, ETC.);4701801;Imóveis de uso ocasional;0;0;0;0;0;0;0;0.172308946;0.917158623;0.016067849;11024864.3;0.082841377;-0.058082782;923136.9456;0.172308946;0.917158623;0.016067849;11024864.3;0.082841377;-0.058082782;923136.9456
SEGURO DE VIDA;4800701;Outras;0;0;0;0;0;0;0;;;;;;;;;;;;;;
SEGURO OBRIGATORIO DE VEICULO;5000201;Outras;0;0;0;0;0;0;0;;;;;;;;;;;;;;
SEGURO PARA TELEFONE CELULAR;4400801;Celular e acessórios;0;0;0;0;0;0;0;0.172308946;0.917158623;0.016067849;337696.1318;0.082841377;-0.058082782;28276.06465;0.172308946;0.917158623;0.016067849;337696.1318;0.082841377;-0.058082782;28276.06465
SEGURO VOLUNTARIO DE VEICULO;5000301;Outras;0;0;0;0;0;0;0;0.172308946;0.917158623;0.016067849;1696901246;0.082841377;-0.058082782;142085398.1;0.172308946;0.917158623;0.016067849;1696901246;0.082841377;-0.058082782;142085398.1
SELADOR (PEQUENOS REPAROS);0806401;Reforma e Construcao;0;0;0;0;0;0;0;0.336050863;0.56189617;-0.185518838;52297.10597;0.43810383;-0.05505948;47306.63565;0.336050863;0.56189617;-0.173138725;53092.02198;0.43810383;-0.046760254;47722.12048
SELADOR DE MADEIRA (CONSTRUCAO E REFORMA);1109401;Reforma e Construcao;0;0;0;0;0;0;0;0.336050863;0.56189617;-0.185518838;7395.578902;0.43810383;-0.05505948;6689.853101;0.336050863;0.56189617;-0.173138725;7507.991701;0.43810383;-0.046760254;6748.608758
SELADOR DE PAREDE (CONSTRUCAO E REFORMA);1109301;Reforma e Construcao;0;0;0;0;0;0;0;0.336050863;0.56189617;-0.185518838;4848.098249;0.43810383;-0.05505948;4385.466714;0.336050863;0.56189617;-0.173138725;4921.789343;0.43810383;-0.046760254;4423.983401
SELADORA DE EMBALAGEM;1511401;Eletrodomesticos;0;0;0;0;0;0;0;0.355649593;0.868207664;-0.20222722;103819.03;0.131792336;-0.032343326;19115.4968;0.355649593;0.868207664;-0.190101074;105397.0792;0.131792336;-0.023498017;19290.23074
SELANTE DE SILICONE OU POLIURETANO (CONSTRUCAO E REFORMA);1109201;Reforma e Construcao;0;0;0;0;0;0;0;0.336050863;0.56189617;-0.185518838;754.6621073;0.43810383;-0.05505948;682.6482018;0.336050863;0.56189617;-0.173138725;766.1329714;0.43810383;-0.046760254;688.643766
SELETA (JARDINEIRA);6706102;Legumes e verduras;0;1;1;1;0;0;0;0.212521688;0.903132791;-0.024286595;766143.3545;0.096867209;0.032967755;86996.08479;0.212521688;0.903132791;-0.009455752;777788.7335;0.096867209;0.043795404;87907.98453
SELETA DE LEGUMES EM CONSERVA;7707001;Demais alimentos;0;0;0;0;1;0;0;0.281445614;0.903132791;-0.109531079;2476983.57;0.096867209;0.037576966;309563.5777;0.281445614;0.903132791;-0.095995952;2514633.72;0.096867209;0.048463966;312811.7401
SELO;2500103;Comunicação;0;0;0;0;0;0;0;0.144627616;0.895489567;0.050255183;16872.71745;0.104510433;-0.002274739;1870.683375;0.144627616;0.895489567;0.066219062;17129.18276;0.104510433;-0.001135256;1872.819848
SEMENTE;0801704;Reforma e Construcao;0;0;0;0;0;0;0;0.318878315;0.56189617;-0.17098521;404.7420581;0.43810383;0.089667567;414.7926572;0.318878315;0.56189617;-0.158384185;410.8941374;0.43810383;0.101750306;419.3920703
SEMENTE DE ABOBORA;6303201;Demais alimentos;0;0;0;0;0;0;0;0.301670591;0.903132791;-0.129792374;193118.67;0.096867209;0.058449145;25193.96658;0.301670591;0.903132791;-0.116565218;196054.0738;0.096867209;0.069646513;25460.49437
SEMENTE DE COENTRO;7002603;Temperos;0;0;1;0;1;0;0;0.301670591;0.903132791;-0.129792374;283214.2598;0.096867209;0.058449145;36947.69954;0.301670591;0.903132791;-0.116565218;287519.1165;0.096867209;0.069646513;37338.57045
SEMENTE DE GIRASSOL;8700905;Outras;0;0;0;0;0;0;0;0.30032069;0.903132791;-0.128261278;1060464.409;0.096867209;0.058449145;138103.5786;0.30032069;0.903132791;-0.11501085;1076583.468;0.096867209;0.069646513;139564.5808
SEMENTE DE LINHACA;6302001;Outros in natura;0;0;0;0;0;0;0;0.301670591;0.903132791;-0.129792374;604141.9235;0.096867209;0.058449145;78815.43212;0.301670591;0.903132791;-0.116565218;613324.8807;0.096867209;0.069646513;79649.22313
SEMENTE NAO ESPECIFICADA;6305701;Demais alimentos;0;0;0;0;0;0;0;0.301670591;0.903132791;-0.129792374;38498.88385;0.096867209;0.058449145;5022.505556;0.301670591;0.903132791;-0.116565218;39084.06689;0.096867209;0.069646513;5075.638805
SEMIJOIA;4600106;Joias  e bijuterias;0;0;0;0;0;0;0;0.342127797;0.711106936;-0.183257969;489240.217;0.288893064;-0.023467516;237643.6096;0.342127797;0.711106936;-0.17084349;496676.6683;0.288893064;-0.01442792;239843.4362
SEMOLA DE MILHO;6500606;Outros in natura;0;0;0;0;0;0;0;0.105641164;0.903132791;0.114538743;74489.78485;0.096867209;0.058449145;7587.465373;0.105641164;0.903132791;0.131479732;75622.02957;0.096867209;0.069646513;7667.733415
SEMOLINA DE TRIGO;6501003;Demais alimentos;0;1;1;0;0;0;0;0.105641164;0.903132791;0.114538743;298633.3287;0.096867209;0.058449145;30418.53383;0.105641164;0.903132791;0.131479732;303172.5553;0.096867209;0.069646513;30740.33249
SENTINELA ESPIRAL;8602609;Artigos de limpeza;0;0;0;0;0;0;0;0.312190575;0.903132791;-0.143986383;2633.643557;0.096867209;-0.014143683;325.3232647;0.312190575;0.903132791;-0.130974976;2673.674939;0.096867209;-0.003880826;328.7099107
SEQUILHO;8002305;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;2404739.751;0.096867209;0.037576966;300534.832;0.281445614;0.903132791;-0.095995952;2441291.796;0.096867209;0.048463966;303688.2583
SEQUILHO DE MAIZENA;8002320;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;38410.88807;0.096867209;0.037576966;4800.440375;0.281445614;0.903132791;-0.095995952;38994.73357;0.096867209;0.048463966;4850.810027
SEQUILHO DE MILHO;8002318;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;5570.313792;0.096867209;0.037576966;696.1557144;0.281445614;0.903132791;-0.095995952;5654.982561;0.096867209;0.048463966;703.4602778
SEQUILHO LIGHT;8010405;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;15989.45957;0.096867209;0.037576966;1998.29921;0.281445614;0.903132791;-0.095995952;16232.49936;0.096867209;0.048463966;2019.266794
SERINGA DE INJECAO;2903203;Material de tratamento;0;0;0;0;0;0;0;0.307328565;0.659436734;-0.139542304;26020.09961;0.340563266;-0.001820069;15588.80888;0.307328565;0.659436734;-0.126463347;26415.60513;0.340563266;0.007226018;15730.08373
SERRA (LAMINA DE ACO);1601436;Mobiliario e artigos do  lar;0;0;0;0;0;0;0;0.324826923;0.56189617;-0.1703393;335.3353345;0.43810383;-0.083256269;288.9001227;0.324826923;0.56189617;-0.157728458;340.4324316;0.43810383;-0.07532012;291.4010989
SERRA MANUAL;1601406;Mobiliario e artigos do  lar;0;0;0;0;0;0;0;0.324826923;0.56189617;-0.1703393;21174.67713;0.43810383;-0.083256269;18242.53572;0.324826923;0.56189617;-0.157728458;21496.53222;0.43810383;-0.07532012;18400.45933
SERRA MARMORE;1508605;Eletrodomesticos;0;0;0;0;0;0;0;0.402792312;0.868207664;-0.279321308;55686.30809;0.131792336;-0.076902258;10827.32001;0.402792312;0.868207664;-0.268366991;56532.73997;0.131792336;-0.068695401;10923.58096
SERRADEIRA ELETRICA;1508602;Eletrodomesticos;0;0;0;0;0;0;0;0.402792312;0.868207664;-0.279321308;461485.6376;0.131792336;-0.076902258;89728.56794;0.402792312;0.868207664;-0.268366991;468500.2192;0.131792336;-0.068695401;90526.3052
SERRALHA;6701801;Hortaliças;0;1;1;1;0;0;0;0.320411001;0.903132791;-0.179012852;57818.34745;0.096867209;0.076174748;8129.003099;0.320411001;0.903132791;-0.166533848;58697.18634;0.096867209;0.089612897;8230.509618
SERRINHA DE UNHA;3001406;Instrumentos e produtos de uso pessoal;0;0;0;0;0;0;0;0.344525142;0.659436734;-0.19931455;530.9163644;0.340563266;-0.175942274;282.1931565;0.344525142;0.659436734;-0.187144131;538.9862932;0.340563266;-0.169214794;284.4969378
SERROTE;1601409;Mobiliario e artigos do  lar;0;0;0;0;0;0;0;0.324826923;0.56189617;-0.1703393;1500.642755;0.43810383;-0.083256269;1292.842809;0.324826923;0.56189617;-0.157728458;1523.452525;0.43810383;-0.07532012;1304.034806
SERVICO DE HEMOTERAPIA (TRANSFUSAO);4205801;Tratamento medico e ambulatorial;0;0;0;0;0;0;0;0.12757195;0.574069132;0.066201428;50359.01476;0.050389848;0.006392731;4172.38435;0.12757195;0.574069132;0.08240769;51124.47179;0.050389848;0.011568941;4193.844302
SERVICO DE HIGIENE DE ANIMAL DOMESTICO (BANHO, TOSA, ETC.);1300301;Outras;0;0;0;0;0;0;0;0.116308946;0.917158623;0.080180299;223226780.5;0.082841377;-0.00187626;18631047.89;0.116308946;0.917158623;0.080180299;223226780.5;0.082841377;-0.00187626;18631047.89
SERVIÇO DE HOSPEDAGEM PARA ANIMAL DOMESTICO;1300801;Outras;0;0;0;0;0;0;0;0.116308946;0.917158623;0.080180299;322141.8428;0.082841377;-0.00187626;26886.73862;0.116308946;0.917158623;0.080180299;322141.8428;0.082841377;-0.00187626;26886.73862
SERVICO DE SEGURANCA VIA SATELITE;5001101;Outras;0;0;0;0;0;0;0;0.116308946;0.917158623;0.080180299;4175328.256;0.082841377;-0.00187626;348483.0113;0.116308946;0.917158623;0.080180299;4175328.256;0.082841377;-0.00187626;348483.0113
SERVICOS DE CIRURGIA, ANESTESIA E PARTO;4202601;Servico de cirurgia;0;0;0;0;0;0;0;0.12757195;0.574069132;0.066201428;308359350.7;0.050389848;0.006392731;25548429.31;0.12757195;0.574069132;0.08240769;313046412.8;0.050389848;0.011568941;25679833.33
SERVICOS DE ENFERMAGEM;4208101;Tratamento medico e ambulatorial;0;0;0;0;0;0;0;0.12757195;0.574069132;0.066201428;4266391.786;0.050389848;0.006392731;353482.4183;0.12757195;0.574069132;0.08240769;4331240.941;0.050389848;0.011568941;355300.4952
SERVICOS DE SALAO DE BELEZA (CORTE, BARBA, MANICURE, ETC.);3102501;Outras;0;0;0;0;0;0;0;0.127915708;0.611081979;0.077254483;7922959.253;0.388918021;-0.002531803;4669031.027;0.127915708;0.611081979;0.093628751;8043388.234;0.388918021;-0.001263549;4674967.576
SERVICOS DE STREAMING DE FILMES, MUSICAS, JOGOS, ETC.;2803001;Pacote de telefone, tv e internet;0;0;0;0;0;0;0;0.127986179;0.89035131;0.079385233;152942697.5;0.10964869;-0.004942721;17363705.01;0.127986179;0.89035131;0.079385233;152942697.5;0.10964869;-0.004942721;17363705.01
SHAKE PARA EMAGRECER;2411901;Refrigerante e outras bebidas adoçadas;0;0;0;0;0;1;0;0.15153733;0.341247769;0.032066125;294893.1476;0.658752231;0.005468894;554597.7148;0.15153733;0.341247769;0.04775353;299375.5234;0.658752231;0.010537354;557393.3817
SHAMPOO;3001102;Produtos para cabelo;0;0;0;0;0;0;0;0.497957234;0.659436734;-0.405619452;1547525.406;0.340563266;-0.056355945;1268837.703;0.497957234;0.659436734;-0.396584868;1571047.792;0.340563266;-0.048124009;1279906.485
SHAMPOO ANTI-CASPA;2903406;Material de tratamento;0;0;0;0;0;0;0;0.247961749;0.659436734;-0.078808257;64835.47902;0.340563266;-0.020976042;35586.12284;0.247961749;0.659436734;-0.064806142;65820.9783;0.340563266;-0.012288536;35901.9013
SHAMPOO DE VEICULO;3303301;Manutencao e acessorios;0;0;0;0;0;0;0;0.315919855;0.880669616;-0.146197395;3026.349533;0.119330384;-0.043050771;459.6090098;0.315919855;0.880669616;-0.133219595;3072.350046;0.119330384;-0.032887047;464.490501
SHAMPOO E CONDICIONADOR;3001109;Produtos para cabelo;0;0;0;0;0;0;0;0.497957234;0.659436734;-0.405619452;714123.8861;0.340563266;-0.056355945;585520.152;0.497957234;0.659436734;-0.396584868;724978.5692;0.340563266;-0.048124009;590627.9723
SHAMPOO E SABONETE MEDICINAL;2903401;Material de tratamento;0;0;0;0;0;0;0;0.247961749;0.659436734;-0.078808257;16513527.85;0.340563266;-0.020976042;9063747.807;0.247961749;0.659436734;-0.064806142;16764533.48;0.340563266;-0.012288536;9144176.245
SHAMPOO MEDICINAL;2903402;Material de tratamento;0;0;0;0;0;0;0;0.247961749;0.659436734;-0.078808257;8835.16078;0.340563266;-0.020976042;4849.337456;0.247961749;0.659436734;-0.064806142;8969.455224;0.340563266;-0.012288536;4892.368732
SHAMPOO, CONDICIONADOR, CREME, GEL, TINTA, ETC. PARA CABELO;3001101;Produtos para cabelo;0;0;0;0;0;0;0;0.497957234;0.659436734;-0.405619452;467772107.3;0.340563266;-0.056355945;383532886.5;0.497957234;0.659436734;-0.396584868;474882243.3;0.340563266;-0.048124009;386878658.7
SHAMPU DE CARPETE;8606101;Artigos de limpeza;0;0;0;0;0;0;0;0.328698521;0.903132791;-0.170618284;93796.83434;0.096867209;-0.037210576;11678.58459;0.328698521;0.903132791;-0.158011682;95222.54622;0.096867209;-0.027286582;11798.96211
SHAMPU DE TAPETE;8606102;Artigos de limpeza;0;0;0;0;0;0;0;0.328698521;0.903132791;-0.170618284;58262.07383;0.096867209;-0.037210576;7254.174005;0.328698521;0.903132791;-0.158011682;59147.65735;0.096867209;-0.027286582;7328.946723
SHAMPU PARA ANIMAL;8701403;Outras;0;0;0;0;0;0;0;0.47815228;0.903132791;-0.353787458;1027937.155;0.096867209;-0.028207781;165802.0036;0.47815228;0.903132791;-0.343965028;1043561.8;0.096867209;-0.028207781;165802.0036
SHORT FEMININO;3500303;Roupa de mulher;0;0;0;0;0;0;0;0.304819619;0.43983186;-0.137021014;999443.8646;0.56016814;-0.006594556;1465265.892;0.304819619;0.43983186;-0.123903733;1014635.411;0.56016814;0.001224182;1476798.474
SHORT INFANTIL;3600304;Roupa de crianca;0;0;0;0;0;0;0;0.304819619;0.43983186;-0.137021014;211291.6447;0.56016814;-0.006594556;309770.7147;0.304819619;0.43983186;-0.123903733;214503.2777;0.56016814;0.001224182;312208.8089
SHORT MASCULINO;3400304;Roupa de homem;0;0;0;0;0;0;0;0.304819619;0.43983186;-0.137021014;313344.5276;0.56016814;-0.006594556;459388.531;0.304819619;0.43983186;-0.123903733;318107.3645;0.56016814;0.001224182;463004.2133
SHOW (INGRESSO);2800701;Recreações e esportes;0;0;0;0;0;0;0;0.127915708;0.611081979;0.077254483;194058512.8;0.388918021;-0.002531803;114359444.3;0.127915708;0.611081979;0.093628751;197008202.2;0.388918021;-0.001263549;114504849.3
SHOW (INGRESSO);4102301;Recreações e esportes;0;0;0;0;0;0;0;0.127915708;0.611081979;0.077254483;20720756.74;0.388918021;-0.002531803;12210823.38;0.127915708;0.611081979;0.093628751;21035712.24;0.388918021;-0.001263549;12226349.12
SHOYO;7003604;Condimentos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;566825.9873;0.096867209;0.037576966;70839.6627;0.281445614;0.903132791;-0.095995952;575441.7423;0.096867209;0.048463966;71582.96308
SIDRA CHAMPANHE;8301202;Bebidas alcoólicas;0;0;0;0;0;0;1;0.54494533;1;0;2981561.604;0;0;0;0.54494533;1;0;2981561.604;0;0;0
SINUCA (FICHA);2801401;Recreações e esportes;0;0;0;0;0;0;0;0.127915708;0.611081979;0.077254483;9353434.309;0.388918021;-0.002531803;5512015.599;0.127915708;0.611081979;0.093628751;9495606.511;0.388918021;-0.001263549;5519023.981
SIRI;7261101;Outras Carnes;0;0;1;1;1;0;0;0.301670591;0.903132791;-0.129792374;466730.418;0.096867209;0.058449145;60888.93711;0.301670591;0.903132791;-0.116565218;473824.7204;0.096867209;0.069646513;61533.08314
SKATE;4300625;Outras;0;0;0;0;0;0;0;0.359588225;0.514879227;-0.205791004;380874.9505;0.485120773;-0.021405497;442175.7106;0.359588225;0.514879227;-0.193719027;386664.2498;0.485120773;-0.013160183;445901.337
SNAP PROJETOR;4400901;Celular e acessórios;0;0;0;0;0;0;0;0.365041573;0.522837666;-0.220995587;25997.18667;0.477162334;-0.045348641;29075.72264;0.365041573;0.522837666;-0.20915472;26392.34391;0.477162334;-0.037111189;29326.6099
SOBRANCELHA;3100301;Cabeleireiro;0;0;0;0;0;0;0;0.127915708;0.611081979;0.077254483;120200867.9;0.388918021;-0.002531803;70834843.86;0.127915708;0.611081979;0.093628751;122027921.1;0.388918021;-0.001263549;70924908.49
SOBRECOXA DE FRANGO;7800505;Frango;1;0;1;0;1;0;0;0.14410821;0.903132791;0.066601593;10517225.01;0.096867209;0.058449145;1119422.701;0.14410821;0.903132791;0.082813937;10677086.84;0.096867209;0.069646513;1131265.11
SOBRECOXA DE GALINHA OU FRANGO;7800502;Frango;1;0;1;0;1;0;0;0.14410821;0.903132791;0.066601593;26101363.1;0.096867209;0.058449145;2778152.824;0.14410821;0.903132791;0.082813937;26498103.81;0.096867209;0.069646513;2807542.993
SOBRECOXA DE GALINHA OU FRANGO ORGANICA;7805803;Frango;1;0;1;0;1;0;0;0.14410821;0.903132791;0.066601593;119976.0978;0.096867209;0.058449145;12769.9053;0.14410821;0.903132791;0.082813937;121799.7345;0.096867209;0.069646513;12904.99854
SOBRECOXA NAO-ESPECIFICADA;7804201;Outros in natura;0;0;0;0;0;0;0;0.14410821;0.903132791;0.066601593;426175.1235;0.096867209;0.058449145;45360.83494;0.14410821;0.903132791;0.082813937;432652.9854;0.096867209;0.069646513;45840.70868
SOBREMESA DE QUALQUER TIPO (EXCETO INFANTIL);6907301;Ultraprocessados;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;2529342.47;0.096867209;0.037576966;316107.1854;0.281445614;0.903132791;-0.095995952;2567788.476;0.096867209;0.048463966;319424.0079
SOBREMESA DE QUALQUER TIPO (EXCETO INFANTIL) DIETETICA;6912702;Doces e biscoitos;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;21018.60987;0.096867209;0.037576966;2626.822458;0.281445614;0.903132791;-0.095995952;21338.09274;0.096867209;0.048463966;2654.384957
SOBREMESA INFANTIL DE QUALQUER MARCA E SABOR;6902501;Ultraprocessados;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;1052452.357;0.096867209;0.037576966;131531.3194;0.281445614;0.903132791;-0.095995952;1068449.633;0.096867209;0.048463966;132911.44
SOBRETUDO FEMININ0;3503401;Roupa de mulher;0;0;0;0;0;0;0;0.304819619;0.43983186;-0.137021014;569884.0247;0.56016814;-0.006594556;835496.2728;0.304819619;0.43983186;-0.123903733;578546.2619;0.56016814;0.001224182;842072.1643
SOCADOR DE ALHO DE MADEIRA;3914301;Mobiliario e artigos do  lar;0;0;0;0;0;0;0;0.353308082;0.461240217;-0.194073123;173.1656732;0.538759783;-0.042198943;240.3861707;0.353308082;0.461240217;-0.181823035;175.7977914;0.538759783;-0.034141323;242.4084491
SODA CAUSTICA;8601601;Artigos de limpeza;0;0;0;0;0;0;0;0.312190575;0.903132791;-0.143986383;4368340.04;0.096867209;-0.014143683;539603.2578;0.312190575;0.903132791;-0.130974976;4434738.808;0.096867209;-0.003880826;545220.5787
SODA LIMONADA;2404702;Refrigerante e outras bebidas adoçadas;0;0;0;0;0;1;0;0.127343709;0.341247769;0.058084568;21835.64737;0.658752231;-0.091873907;36177.96425;0.127343709;0.341247769;0.074167454;22167.54921;0.658752231;-0.088078639;36329.16028
SODA LIMONADA;8200403;Bebidas adocadas;0;0;0;0;0;1;0;0.253487662;0.903132791;-0.079114423;364771.379;0.096867209;-0.170222355;35253.47963;0.253487662;0.903132791;-0.065116962;370315.904;0.096867209;-0.162271979;35591.25497
SOFA;1700302;Mobiliario e artigos do  lar;0;0;0;0;0;0;0;0.316921708;0.461240217;-0.146627576;2741134.487;0.538759783;-0.054521085;3547411.65;0.316921708;0.461240217;-0.133656315;2782799.731;0.538759783;-0.046622131;3577048.312
SOFA E POLTRONAS;1710101;Mobiliario e artigos do  lar;0;0;0;0;0;0;0;0.27130209;0.461240217;-0.08964309;220068.8771;0.538759783;-0.054521085;266972.6569;0.27130209;0.461240217;-0.075805665;223413.924;0.538759783;-0.046622131;269203.0658
SOFA OU SOFA-CAMA;1700301;Mobiliario e artigos do  lar;0;0;0;0;0;0;0;0.316921708;0.461240217;-0.146627576;171808737.9;0.538759783;-0.054521085;222344551.6;0.316921708;0.461240217;-0.133656315;174420230.7;0.538759783;-0.046622131;224202117.4
SOFA-CAMA;1700303;Mobiliario e artigos do  lar;0;0;0;0;0;0;0;0.316921708;0.461240217;-0.146627576;21506.55336;0.538759783;-0.054521085;27832.48991;0.316921708;0.461240217;-0.133656315;21833.45297;0.538759783;-0.046622131;28065.01496
SOJA EM GRAO;6303001;Outros in natura;0;0;0;0;0;0;0;0.301670591;0.903132791;-0.129792374;180614.0416;0.096867209;0.058449145;23562.63187;0.301670591;0.903132791;-0.116565218;183359.3751;0.096867209;0.069646513;23811.90171
SOJA EM GRAO ORGANICA;6303701;Outros in natura;0;0;0;0;0;0;0;0.301670591;0.903132791;-0.129792374;47564.29113;0.096867209;0.058449145;6205.164736;0.301670591;0.903132791;-0.116565218;48287.26835;0.096867209;0.069646513;6270.809374
